date,away_team,away_score,home_team,home_score,game_note
2024-09-10,Waynesburg University,0,"University of Pittsburgh, Greensburg",0,
2024-09-10,Suffolk University,5,Fitchburg State University,0,
2024-09-10,University of Wisconsin-Superior,0,Gustavus Adolphus College,1,
2024-09-10,State University of New York Maritime College,3,Saint Elizabeth University,1,
2024-09-11,North Central College,4,Calvin University,2,
2024-09-11,Baldwin Wallace University,0,Case Western Reserve University,2,
2024-09-11,Coe College,1,Augustana College (Illinois),2,
2024-09-11,University of Southern Maine,2,Colby College,3,
2024-09-11,Alfred State College,0,Alfred University,2,
2024-09-11,University of Dubuque,2,Concordia University Chicago,0,
2024-09-11,Allegheny College,0,"Pennsylvania State Univ. Erie, the Behrend College",3,
2024-09-11,Rhode Island College,2,Curry College,1,
2024-09-11,Delaware Valley University,3,Cairn University,1,
2024-09-11,Dickinson College,2,University of Mary Washington,0,
2024-09-11,Wilmington College (Ohio),3,Earlham College,1,
2024-09-11,Eastern Mennonite University,1,North Carolina Wesleyan University,3,
2024-09-11,Aurora University,4,Elmhurst University,0,
2024-09-11,Franklin College,0,Spalding University,2,
